"idno","typesamp","interva","telnum","agea_1","gendera1","type","access","physa","littera","vandaa","psu","prob","vote","prtvtbgb","prtclbgb","prtdgcl","ctzcntr","ctzshipc","brncntr","cntbrthc","cgtsmke","cgtsday","alcfreq","alcwkdy","alcwknd","hhmmb","gndr","agea","eisced","pdwrk","edctn","uempla","uempli","rtrd","wrkctra","hinctnta","region","alcohol_day"
100005149,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005150,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005151,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005154,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Male","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005155,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005159,"Address","No interview for other reason",NA,"20 to 39","Female","Multi-unit house, flat","Yes, entry phone and locked gate/door","Bad","Large amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005162,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005163,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005164,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005165,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005173,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005174,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005176,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005178,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005180,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Bad","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005184,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Male","Single unit: Semi-detached house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005185,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Detached house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005186,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Semi-detached house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005188,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005191,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005192,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005194,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005195,"Address","No interview for other reason",NA,NA,NA,"Other","Yes, entry phone and locked gate/door","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005196,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005197,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005198,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005199,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005200,"Address","No interview for other reason",NA,NA,NA,"Multi-unit: Sheltered/retirement housing","Yes, entry phone","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005201,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005202,"Address","No interview for other reason",NA,"20 to 39","Male","Multi-unit house, flat","Yes, locked gate/door","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005207,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005208,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Semi-detached house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005211,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005214,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005215,"Address","No interview for other reason",NA,"Under 20","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005216,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005218,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005220,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","No, neither of these","Good","None or almost none","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005221,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005222,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005224,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005225,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005229,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005232,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005234,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005236,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Male","Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005239,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005241,"Address","No interview for other reason",NA,NA,NA,"Other","No, neither of these",NA,"Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005242,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005243,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone","Good","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005248,"Address","No interview for other reason",NA,NA,NA,"Multi-unit: Student apartments, rooms","Yes, entry phone and locked gate/door","Very good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005249,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","No, neither of these","Bad","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005251,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005252,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005254,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005255,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Male","Multi-unit house, flat","Yes, entry phone and locked gate/door","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005256,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005257,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005259,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005260,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005261,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005262,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005263,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005264,"Address","No interview for other reason",NA,"20 to 39","Male","Multi-unit house, flat","No, neither of these","Satisfactory","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005266,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005268,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005269,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005270,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005272,"Address","No interview for other reason",NA,NA,NA,"Multi-unit: Sheltered/retirement housing","Yes, entry phone","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005273,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005276,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005277,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005278,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005280,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Don't know, never saw R, no selected R","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005281,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005285,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005286,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005287,"Address","No interview for other reason",NA,NA,NA,"Other","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005288,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005291,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005292,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Semi-detached house","No, neither of these","Good","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005293,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat",NA,"Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005296,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Good","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005298,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005299,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005300,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
